"schema","uuid","id","title","abstract","datasetURI","category","metadatacreationdate","date-publication","date-revision","temporal_extent_start","temporal_extent_end","keyword","geoBox","LegalConstraints","link","format","contact-pointOfContact","keyword-1","Constraints"
"iso19139","cefe1793-7144-4182-9155-e647d65f5d47","101926","Traffic Volumes: Michigan, 2006","The Annual Average Daily Traffic (AADT) is the estimated mean daily traffic volume and theCommercial Annual Average Daily Traffic (CAADT) is the estimated mean daily traffic volume for commercialvehicles.Data DictionaryData Quality:For continuous sites, estimates are calculated by summing the Annual Average Days of the Week and dividing by seven. For short-count sites, estimates are made by factoring a short count using seasonal and day-of-week adjustment factors.Data Coverage:The dataset covers the entire State of Michigan (state-owned) Trunkline system.Update Cycle:AADT & CAADT volumes are created and released every year.Contact:Kevin Krzeminski","2bcfd62c243e462ea4ff040f8581fe5f_0","dataset","2017-04-07T12:34:47","","","2006","2006","Michigan, United States","-88.4579###-82.2626###41.7008###47.2141","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/2bcfd62c243e462ea4ff040f8581fe5f_0.zip###https://opengeometadata.github.io/big-ten/ce/fe/17/93714441829155e647d65f5d47/iso19139###https://services2.arcgis.com/67lKNkQ2TO1I3lhR/arcgis/rest/services/mdot_traffic_volumes_archive/FeatureServer/0###https://gis-michigan.opendata.arcgis.com/datasets/2bcfd62c243e462ea4ff040f8581fe5f_0","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","cdc7511f-ba06-427c-8bff-c906e767b155","101927","Michigan Deer Wintering Complexes: Michigan, 2015","Deer Wintering Complexes are areas with deer habitat and are prone to deer browse.","6da7e54b0fcb4d3dbf074a4838a1e886_4","dataset","2017-04-07T12:34:57","","","2015","2015","Michigan, United States","-90.4895###-82.1299###41.6316###47.4962","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/6da7e54b0fcb4d3dbf074a4838a1e886_4.zip###https://opengeometadata.github.io/big-ten/cd/c7/51/1fba06427c8bffc906e767b155/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrWildlife/MapServer/4###https://gis-michigan.opendata.arcgis.com/datasets/6da7e54b0fcb4d3dbf074a4838a1e886_4","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","d1772dec-a23b-44ad-bc90-a808854bd1f3","101924","Aerial Forest Survey Severity: Michigan, 2015","This data was taken from an aerial survey of forests","afe4d0d2910e47c09e815d2ff3131af3_61","dataset","2017-04-07T12:35:10","2016-01-07","2017-03-15","2015","2015","Forests###Trees###Michigan, United States","-90.2176###-83.1354###42.4499###48.0913","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/afe4d0d2910e47c09e815d2ff3131af3_61.zip###https://gis-michigan.opendata.arcgis.com/datasets/afe4d0d2910e47c09e815d2ff3131af3_61###https://opengeometadata.github.io/big-ten/d1/77/2d/eca23b44adbc90a808854bd1f3/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrAerialSurveys/MapServer/61","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","d2103cce-fe49-4c28-9727-ab0dabf42b73","101923","Aerial Forest Survey Severity: Michigan, 2003","This data was taken from an aerial survey of forests","5447ebc047644be293504e476edb2924_9","dataset","2017-04-07T12:34:47","2016-07-07","2017-03-15","2003","2003","Forests###Trees###Michigan, United States","-88.7774###-82.2623###41.7181###46.7765","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/5447ebc047644be293504e476edb2924_9.zip###https://gis-michigan.opendata.arcgis.com/datasets/5447ebc047644be293504e476edb2924_9###https://opengeometadata.github.io/big-ten/d2/10/3c/cefe494c289727ab0dabf42b73/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/ForestHealthAerialSurveys/FeatureServer/9","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","d21e1dc0-2475-4809-ba62-f320fc5276e9","101922","Michigan Forest Stand Treatments: Michigan, 2015","This dataset covers Michigan Forest Stand treatments.","b826e866a5b5435a858d46e730164b49_3","dataset","2017-04-07T12:35:28","","","2015","2015","Forests###Trees###Michigan, United States","-89.396###-82.608###41.8229###47.4669","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/b826e866a5b5435a858d46e730164b49_3.zip###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/open_ForestInventory/FeatureServer/3###https://opengeometadata.github.io/big-ten/d2/1e/1d/c024754809ba62f320fc5276e9/iso19139###https://gis-michigan.opendata.arcgis.com/datasets/b826e866a5b5435a858d46e730164b49_3","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","d2ae62d5-02e1-4d2e-bba1-f1b80a235db7","101921","Wildfire Point Locations: Michigan, 2015","Points generated from the FireMaster table x/y coordinates.These represent 2014 wildfires greater than 10 acres occuring on DNR Land.","5b7e1cb0e5b84b9baacc7ac516d4f5b0_1","dataset","2017-04-07T12:34:53","2015-05-13","2017-03-15","2015","2015","Michigan, United States","-103.6568###-82.1436###40.6431###48.5396","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/5b7e1cb0e5b84b9baacc7ac516d4f5b0_1.zip###https://gis-michigan.opendata.arcgis.com/datasets/5b7e1cb0e5b84b9baacc7ac516d4f5b0_1###https://opengeometadata.github.io/big-ten/d2/ae/62/d502e14d2ebba1f1b80a235db7/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/pub_MiMorels/FeatureServer/1","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","d31c7c09-2019-4856-8de4-37c5df09a995","101919","Spruce Budworm: Michigan, 2014","Spruce Budworm 2014 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.","c2cc749ef68343baacf7476a897a1232_36","dataset","2017-04-07T12:35:09","","","2014","2014","Forests###Trees###Michigan, United States","-90.258###-83.2547###43.477###48.1501","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/c2cc749ef68343baacf7476a897a1232_36.zip###https://opengeometadata.github.io/big-ten/d3/1c/7c/09201948568de437c5df09a995/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/36###https://gis-michigan.opendata.arcgis.com/datasets/c2cc749ef68343baacf7476a897a1232_36","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","d2bf9c75-d9e4-426c-9e62-0a45cd698ab6","101920","Major Watersheds-Subbasins: Michigan, 2015","This data set depicts the drainage areas of 20 square miles or greater at geographic features such as the mouth of a river or the location of a USGS stream flow collection station. It is used to determine hydrologic parameters for determining a range of flows in watershed analysis.","dc9e1971f2064826b299bc26e0aaeca3_15","dataset","2017-04-07T12:35:26","","","2015","2015","Michigan, United States###Hydrology","-90.5583###-82.0721###41.1977###48.2616","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/dc9e1971f2064826b299bc26e0aaeca3_15.zip###https://opengeometadata.github.io/big-ten/d2/bf/9c/75d9e4426c9e620a45cd698ab6/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/hydro/MapServer/15###https://gis-michigan.opendata.arcgis.com/datasets/dc9e1971f2064826b299bc26e0aaeca3_15","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","a5ed3bad-a9c7-44b0-bf0b-bf6ce485361c","101961","Traffic Volumes: Michigan, 2014","The Annual Average Daily Traffic (AADT) is the estimated mean daily traffic volume and theCommercial Annual Average Daily Traffic (CAADT) is the estimated mean daily traffic volume for commercialvehicles.Data DictionaryData Quality:For continuous sites, estimates are calculated by summing the Annual Average Days of the Week and dividing by seven. For short-count sites, estimates are made by factoring a short count using seasonal and day-of-week adjustment factors.Data Coverage:The dataset covers the entire State of Michigan (state-owned) Trunkline system.Update Cycle:AADT & CAADT volumes are created and released every year.Contact:Kevin Krzeminski","2bcfd62c243e462ea4ff040f8581fe5f_8","dataset","2017-04-07T12:35:12","","","2014","2014","Michigan, United States","-88.4579###-82.2626###41.7008###47.2141","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/2bcfd62c243e462ea4ff040f8581fe5f_8.zip###https://opengeometadata.github.io/big-ten/a5/ed/3b/ada9c744b0bf0bbf6ce485361c/iso19139###https://services2.arcgis.com/67lKNkQ2TO1I3lhR/arcgis/rest/services/mdot_traffic_volumes_archive/FeatureServer/8###https://gis-michigan.opendata.arcgis.com/datasets/2bcfd62c243e462ea4ff040f8581fe5f_8","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","a36dbbf4-df0c-4e19-b84f-1a460bf7f81b","101962","MDOT Cargo Ports: Michigan, 2015","MDOTs Cargo Ports layer includes location and in/outbound tonnage for each cargo port. The data is used for the state long range plan, freight planning, economic analysis studies, and for various requests from local agencies. Please see theMDOT Metadata Formfor additional information.Update Cycle: Data is upgraded about every 9 months and is subject to the Army Corp of Engineers (ACOE) data release.;Data Quality: Cargo ports are contacted by MDOT for updates if they are not in the ACOE data.;Coverage: This inventory contains all cargo port locations and tonnage except for tonnage from the cargo port in Brevort that does not report tonnage data.;Contact: Jesse Gwilliams,gwilliamsj@michigan.gov","a1924d4046834f3dbe9499d0e7df7b62_42","dataset","2017-04-07T12:34:56","","","2015","2015","Michigan, United States###Ports","-89.633###-82.0918###41.8338###47.1772","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/a1924d4046834f3dbe9499d0e7df7b62_42.zip###https://gisago.mcgi.state.mi.us/arcgis/rest/services/MDOT/mdot_opendata/MapServer/42###https://opengeometadata.github.io/big-ten/a3/6d/bb/f4df0c4e19b84f1a460bf7f81b/iso19139###https://gis-michigan.opendata.arcgis.com/datasets/a1924d4046834f3dbe9499d0e7df7b62_42","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","a251067b-847b-4199-bc8f-bbdcc587e31f","101963","Spruce Budworm: Michigan, 2002","Spruce Budworm 2002 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.","93f6f6c002de43d38c8b5c764082b119_24","dataset","2017-04-07T12:34:30","","","2002","2002","Forests###Trees###Michigan, United States","-90.0891###-82.441###41.9363###48.0507","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/93f6f6c002de43d38c8b5c764082b119_24.zip###https://opengeometadata.github.io/big-ten/a2/51/06/7b847b4199bc8fbbdcc587e31f/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/24###https://gis-michigan.opendata.arcgis.com/datasets/93f6f6c002de43d38c8b5c764082b119_24","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","a6b04ff8-8bf9-412d-9555-a366472d0e58","101959","Block Groups: Michigan, 2000","2000 Block Groups from the Michigan Geographic Framework (MGF) base map. Block groups (BGs) are combinations of census blocks within a census tract or BNA that share the same first digit in their identifying numbers. For example, BG 3 within a particular census tract comprises all blocks numbered between 301 and 399. A census tract or BNA contains a maximum of nine BGs. BG00 consists of the 6 digit tract number followed by the 1 digit block group number.;More Metadata","fff0e70373754504b8e74b178e9b5b35_12","dataset","2017-04-07T12:34:44","","","2000","2000","Michigan, United States###Demographics###Census","-90.5567###-82.0649###41.6321###48.2841","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/fff0e70373754504b8e74b178e9b5b35_12.zip###https://gis-michigan.opendata.arcgis.com/datasets/fff0e70373754504b8e74b178e9b5b35_12###https://opengeometadata.github.io/big-ten/a6/b0/4f/f88bf9412d9555a366472d0e58/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/michigan_geographic_framework/MapServer/12###https://gis-michigan.opendata.arcgis.com/datasets/fff0e70373754504b8e74b178e9b5b35_12","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","aa00c871-c28a-435c-a3f3-a82e9b7697ac","101958","Hydrography Polygons: Michigan, 2015","Michigan Hydrography Polygons","27134add94a04e4384225734f821a0d7_17","dataset","2017-04-07T12:35:07","","","2015","2015","Michigan, United States###Hydrology","-90.4963###-82.0785###41.6385###48.1852","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/27134add94a04e4384225734f821a0d7_17.zip###https://opengeometadata.github.io/big-ten/aa/00/c8/71c28a435ca3f3a82e9b7697ac/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/hydro/MapServer/17###https://gis-michigan.opendata.arcgis.com/datasets/27134add94a04e4384225734f821a0d7_17","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","a611cae2-4de5-4685-ba8b-24d6618264ac","101960","Census Tracts: Michigan, 2010","2010 Census Tracts from the Michigan Geographic Framework (MGF) base map. Census tracts are small areas created for statistical purposes that usually average about 4000 people","172a00f7218b455299682f4d76562757_13","dataset","2017-04-07T12:34:46","","","2010","2010","Michigan, United States###Census, Demographics","-90.5567###-82.0649###41.6321###48.2841","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/172a00f7218b455299682f4d76562757_13.zip###https://opengeometadata.github.io/big-ten/a6/11/ca/e24de54685ba8b24d6618264ac/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/michigan_geographic_framework/MapServer/13###https://gis-michigan.opendata.arcgis.com/datasets/172a00f7218b455299682f4d76562757_13","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","adf8d965-938d-48b5-ae90-fa12916e5c65","101955","Traffic Volumes: Michigan, 2009","The Annual Average Daily Traffic (AADT) is the estimated mean daily traffic volume and theCommercial Annual Average Daily Traffic (CAADT) is the estimated mean daily traffic volume for commercialvehicles.Data DictionaryData Quality:For continuous sites, estimates are calculated by summing the Annual Average Days of the Week and dividing by seven. For short-count sites, estimates are made by factoring a short count using seasonal and day-of-week adjustment factors.Data Coverage:The dataset covers the entire State of Michigan (state-owned) Trunkline system.Update Cycle:AADT & CAADT volumes are created and released every year.Contact:Kevin Krzeminski","2bcfd62c243e462ea4ff040f8581fe5f_3","dataset","2017-04-07T12:35:08","","","2009","2009","Michigan, United States","-88.4579###-82.2626###41.7008###47.2141","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/2bcfd62c243e462ea4ff040f8581fe5f_3.zip###https://opengeometadata.github.io/big-ten/ad/f8/d9/65938d48b5ae90fa12916e5c65/iso19139###https://services2.arcgis.com/67lKNkQ2TO1I3lhR/arcgis/rest/services/mdot_traffic_volumes_archive/FeatureServer/3###https://gis-michigan.opendata.arcgis.com/datasets/2bcfd62c243e462ea4ff040f8581fe5f_3","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
